GAME_DATE,last_name,first_name,Injury_Status,Reason
2024-12-03,Beal,Bradley,Probable,"Injury/Illness-LeftCalf;Injury
Management"
2024-12-03,Gillespie,Collin,Out,Injury/Illness-RightAnkle;Fracture
2024-12-03,Nurkic,Jusuf,Out,Injury/Illness-RightThigh;Contusion
2024-12-03,Curry,Stephen,Probable,"Injury/Illness-BilateralKnee;
PatellofemoralPain"
2024-12-03,Green,Draymond,Questionable,Injury/Illness-LeftCalf;Tightness
2024-12-03,Melton,De'Anthony,Out,Injury/Illness-LeftACL;Sprain
2024-12-03,Cancar,Vlatko,Out,Injury/Illness-LeftKnee;Sprain
2024-12-03,Gordon,Aaron,Probable,Injury/Illness-RightCalf;Strain
2024-12-03,HolmesII,DaRon,Out,"Injury/Illness-RightAchillesTendon;
Repair"
2024-12-03,Watson,Peyton,Probable,Injury/Illness-RightAdductor;Strain
2024-12-03,Carter,Devin,Out,Injury/Illness-LeftShoulder;Surgery
2024-12-03,Huerter,Kevin,Questionable,Injury/Illness-RightAnkle;Sprain
2024-12-03,Lyles,Trey,Out,Injury/Illness-RightCalf;Strain
2024-12-03,Clingan,Donovan,Out,Injury/Illness-LeftKnee;Sprain
2024-12-03,Henderson,Scoot,Questionable,Injury/Illness-LeftQuad;Contusion
2024-12-03,Thybulle,Matisse,Out,Injury/Illness-RightAnkle;Sprain
2024-12-03,WilliamsIII,Robert,Out,ConcussionProtocol
2024-12-03,Brown,Kobe,Out,"Injury/Illness-Back;Injury
Management"
2024-12-03,Leonard,Kawhi,Out,"Injury/Illness-RightKnee;Injury
Recovery"
2024-12-03,PorterJr.,Kevin,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-04,Holiday,Jrue,Questionable,"Injury/Illness-LeftKnee;
Tendinopathy"
2024-12-04,Tatum,Jayson,Questionable,"Injury/Illness-RightKnee;
Tendinopathy"
2024-12-04,Bogdanovic,Bojan,Out,"Injury/Illness-LeftFoot;Injury
Recovery"
2024-12-04,Clowney,Noah,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-04,Finney-Smith,Dorian,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-12-04,Johnson,Cameron,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-12-04,Simmons,Ben,Questionable,Injury/Illness-LeftKnee;Soreness
2024-12-04,Thomas,Cam,Out,Injury/Illness-LeftHamstring;Strain
2024-12-04,Williams,Ziaire,Out,Injury/Illness-LeftKnee;Sprain
2024-12-04,Davis,Anthony,Probable,Injury/Illness-LeftPlantar;Fasciitis
2024-12-04,Hayes,Jaxson,Out,Injury/Illness-RightAnkle;
2024-12-04,Hood-Schifino,Jalen,Questionable,Injury/Illness-LeftGroin;Soreness
2024-12-04,James,Bronny,Out,Injury/Illness-LeftHeel;Contusion
2024-12-04,Reaves,Austin,Questionable,Injury/Illness-LeftPelvic;Contusion
2024-12-04,Vanderbilt,Jarred,Out,"Injury/Illness-RightFoot;Surgery
Recovery"
2024-12-04,Wood,Christian,Out,"Injury/Illness-LeftKnee;Surgery
Recovery"
2024-12-04,Butler,Jimmy,Questionable,Injury/Illness-RightKnee;Soreness
2024-12-04,Jovic,Nikola,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-04,Love,Kevin,Questionable,Injury/Illness-Back;Spasms
2024-12-04,Richardson,Josh,Questionable,Injury/Illness-Head;Illness
2024-12-04,Rozier,Terry,Available,Injury/Illness-RightFoot;Neuroma
2024-12-04,Smith,Dru,Available,"Injury/Illness-RightKnee;Bone
Bruise"
2024-12-04,Banchero,Paolo,Out,Injury/Illness-RightOblique;Torn
2024-12-04,Bitadze,Goga,Questionable,Injury/Illness-RightAnkle;Sprain
2024-12-04,Harris,Gary,Out,Injury/Illness-LeftHamstring;Strain
2024-12-04,Young,Trae,Probable,"Injury/Illness-RightAchilles;
Tendinitis"
2024-12-04,Dillingham,Rob,Out,Injury/Illness-RightAnkle;Sprain
2024-12-04,Ingles,Joe,Out,Injury/Illness-LeftSoleus;Strain
2024-12-05,Exum,Dante,Out,Injury/Illness-RightWrist;Surgery
2024-12-05,Marshall,Naji,Out,Injury/Illness-Illness;Illness
2024-12-05,BaldwinJr.,Patrick,Questionable,Injury/Illness-RightAnkle;Soreness
2024-12-05,Bey,Saddiq,Out,Injury/Illness-LeftKnee;ACLSurgery
2024-12-05,Brogdon,Malcolm,Questionable,Injury/Illness-RightKnee;Soreness
2024-12-05,George,Kyshawn,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-05,Kispert,Corey,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-05,Kuzma,Kyle,Out,Injury/Illness-LeftRib;Sprain
2024-12-05,Vukcevic,Tristan,Out,Injury/Illness-LeftKnee;Contusion
2024-12-05,Cancar,Vlatko,Out,Injury/Illness-LeftKnee;Sprain
2024-12-05,Gordon,Aaron,Probable,Injury/Illness-RightCalf;Strain
2024-12-05,HolmesII,DaRon,Out,"Injury/Illness-RightAchillesTendon;
Repair"
2024-12-05,Jerome,Ty,Questionable,Injury/Illness-Illness;Illness
2024-12-05,Strus,Max,Out,Injury/Illness-RightAnkle;Sprain
2024-12-05,Ball,LaMelo,Out,Injury/Illness-LeftCalf;Strain
2024-12-05,Bridges,Miles,Out,"Injury/Illness-RightKnee;Bone
bruise"
2024-12-05,Mann,Tre,Out,Injury/Illness-Disc;Irritation
2024-12-05,Williams,Grant,Out,Injury/Illness-RightAcl;Tear
2024-12-05,Achiuwa,Precious,Questionable,"Injury/Illness-LeftHamstring;
Strained"
2024-12-05,Payne,Cameron,Questionable,Injury/Illness-LeftElbow;Effusion
2024-12-05,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2024-12-05,Dieng,Ousmane,Out,"Injury/Illness-RightRingFinger;
SmallFracture"
2024-12-05,Holmgren,Chet,Out,Injury/Illness-RightIliacWing;
2024-12-05,Topic,Nikola,Out,Injury/Illness-LeftKnee;Surgery
2024-12-05,Williams,Jaylin,Out,"Injury/Illness-RightHamstring;
Strain"
2024-12-05,Brown,Bruce,Out,"ReturntoCompetition
Reconditioning"
2024-12-05,Dick,Gradey,Questionable,Injury/Illness-LeftCalf;Contusion
2024-12-05,Olynyk,Kelly,Out,Injury/Illness-Back;Lumbar;Strain
2024-12-05,Poeltl,Jakob,Questionable,Injury/Illness-Illness;Illness
2024-12-05,Quickley,Immanuel,Out,"Injury/Illness-LeftElbow;PartialUCL
Tear"
2024-12-05,Ball,Lonzo,Out,"Injury/Illness-LeftKnee;Injury
Management"
2024-12-05,Giddey,Josh,Questionable,Injury/Illness-RightAnkle;Sprain
2024-12-05,White,Coby,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-05,Williams,Patrick,Out,"Injury/Illness-LeftFoot;Injury
Management"
2024-12-05,Jones,Tre,Out,Injury/Illness-LeftShoulder;Sprain
2024-12-05,Wembanyama,Victor,Out,"Injury/Illness-BilateralLowBack;
Soreness"
2024-12-05,Dunn,Ryan,Probable,Injury/Illness-LeftAnkle;Soreness
2024-12-05,Durant,Kevin,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-05,Nurkic,Jusuf,Out,Injury/Illness-RightThigh;Contusion
2024-12-05,Alvarado,Jose,Out,Injury/Illness-LeftHamstring;Strain
2024-12-05,Hawkins,Jordan,Out,"Injury/Illness-LumbarSpine;Annular
Fissure"
2024-12-05,Ingram,Brandon,Questionable,"Injury/Illness-RightPlantaris;
Tendonitis"
2024-12-05,Jones,Herbert,Questionable,Injury/Illness-RightShoulder;Sprain
2024-12-05,Missi,Yves,Questionable,Injury/Illness-RightAnkle;Sprain
2024-12-05,Williamson,Zion,Out,Injury/Illness-LeftHamstring;Strain
2024-12-05,Carter,Devin,Out,Injury/Illness-LeftShoulder;Surgery
2024-12-05,Lyles,Trey,Out,Injury/Illness-RightCalf;Strain
2024-12-05,Edey,Zach,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-05,Jackson,GG,Out,"Injury/Illness-RightFifthMetatarsal;
Repair"
2024-12-05,WilliamsJr.,Vince,Out,Injury/Illness-RightAnkle;Sprain
2024-12-05,Eason,Tari,Out,"Injury/Illness-N/a;Concussion
Protocol"
2024-12-05,VanVleet,Fred,Questionable,Injury/Illness-RightKnee;Contusion
2024-12-05,Curry,Stephen,Out,"Injury/Illness-BilateralKnee;Injury
Management"
2024-12-05,Green,Draymond,Out,Injury/Illness-LeftCalf;Tightness
2024-12-05,Melton,De'Anthony,Out,Injury/Illness-LeftACL;Surgery
2024-12-05,Wiggins,Andrew,Questionable,"Injury/Illness-RightAnkle;
Impingement"
2024-12-06,Banchero,Paolo,Out,Injury/Illness-RightOblique;Torn
2024-12-06,Harris,Gary,Out,Injury/Illness-LeftHamstring;Strain
2024-12-06,Bona,Adem,Out,Injury/Illness-LeftKnee;Contusion
2024-12-06,Drummond,Andre,Questionable,Injury/Illness-RightAnkle;Sprain
2024-12-06,Embiid,Joel,Out,"Injury/Illness-LeftKnee;Injury
Management"
2024-12-06,Davis,Anthony,Probable,Injury/Illness-LeftPlantar;Fasciitis
2024-12-06,Hayes,Jaxson,Out,"Injury/Illness-RightAnkle;
Sprain/Contusion"
2024-12-06,Hood-Schifino,Jalen,Out,Injury/Illness-LeftHamstring;Strain
2024-12-06,James,Bronny,Questionable,Injury/Illness-LeftHeel;Contusion
2024-12-06,James,LeBron,Questionable,Injury/Illness-LeftFoot;Soreness
2024-12-06,Reaves,Austin,Out,Injury/Illness-LeftPelvic;Contusion
2024-12-06,Vanderbilt,Jarred,Out,"Injury/Illness-RightFoot;Surgery
Recovery"
2024-12-06,Wood,Christian,Out,"Injury/Illness-LeftKnee;Surgery
Recovery"
2024-12-06,Young,Trae,Probable,"Injury/Illness-RightAchilles;
Tendinitis"
2024-12-06,Antetokounmpo,Giannis,Probable,"Injury/Illness-RightPatella;
Tendinopathy"
2024-12-06,Beauchamp,MarJon,Questionable,Injury/Illness-Neck;Spasms
2024-12-06,Middleton,Khris,Probable,"Injury/Illness-BilateralAnkle;
Surgery"
2024-12-06,Prince,Taurean,Probable,"Injury/Illness-RightPatella;
Tendinopathy"
2024-12-06,Horford,Al,Questionable,Injury/Illness-LeftBigToe;Sprain
2024-12-06,Porzingis,Kristaps,Questionable,"Injury/Illness-LeftPosteriorTibialis
Tendon;InjuryManagement"
2024-12-06,Tatum,Jayson,Questionable,"Injury/Illness-RightPatella;
Tendinopathy"
2024-12-06,Jackson,Isaiah,Out,"Injury/Illness-RightAchillesTendon;
Tear"
2024-12-06,Nembhard,Andrew,Questionable,"Injury/Illness-LeftKnee;Injury
Management"
2024-12-06,Nesmith,Aaron,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-06,Sheppard,Ben,Out,Injury/Illness-LeftOblique;Strain
2024-12-06,Wiseman,James,Out,"Injury/Illness-LeftAchillesTendon;
Tear"
2024-12-06,Dillingham,Rob,Out,Injury/Illness-RightAnkle;Sprain
2024-12-06,Ingles,Joe,Out,Injury/Illness-LeftSoleus;Strain
2024-12-06,Clarkson,Jordan,Out,Injury/Illness-LeftPlantar;Fasciitis
2024-12-06,Hendricks,Taylor,Out,Injury/Illness-RightFibula;Fracture
2024-12-06,Sexton,Collin,Available,"Injury/Illness-LeftFourthFingerDip;
Avulsionfracture"
2024-12-06,Clingan,Donovan,Out,Injury/Illness-LeftKnee;Sprain
2024-12-06,Henderson,Scoot,Questionable,Injury/Illness-LeftQuad;Contusion
2024-12-06,Thybulle,Matisse,Out,Injury/Illness-RightAnkle;Sprain
2024-12-06,WilliamsIII,Robert,Out,ConcussionProtocol
2024-12-07,Okoro,Isaac,Questionable,Injury/Illness-LeftKnee;Contusion
2024-12-07,PorterJr.,Craig,Out,Injury/Illness-Illness;Illness
2024-12-07,Strus,Max,Out,Injury/Illness-RightAnkle;Sprain
2024-12-07,Ball,LaMelo,Out,Injury/Illness-LeftCalf;Strain
2024-12-07,Bridges,Miles,Out,"Injury/Illness-RightKnee;Bone
Bruise"
2024-12-07,Diabate,Moussa,Questionable,Injury/Illness-N/A;Illness
2024-12-07,Mann,Tre,Out,Injury/Illness-Disc;Irritation
2024-12-07,Richards,Nick,Questionable,Injury/Illness-RightAnkle;Sprain
2024-12-07,Salaun,Tidjane,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-07,Williams,Grant,Out,Injury/Illness-RightACL;Tear
2024-12-07,Cancar,Vlatko,Out,"Injury/Illness-LeftKnee;Surgery
Rehabilitation"
2024-12-07,Gordon,Aaron,Probable,Injury/Illness-RightCalf;Strain
2024-12-07,HolmesII,DaRon,Out,"Injury/Illness-RightAchillesTendon;
Repair"
2024-12-07,Murray,Jamal,Questionable,"Injury/Illness-RightHamstring;
Inflammation"
2024-12-07,Saric,Dario,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-12-07,Bey,Saddiq,Out,Injury/Illness-LeftKnee;ACLSurgery
2024-12-07,Brogdon,Malcolm,Out,"Injury/Illness-LeftHamstring;
Inflammation"
2024-12-07,George,Kyshawn,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-07,Kispert,Corey,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-07,Kuzma,Kyle,Out,Injury/Illness-LeftRib;Sprain
2024-12-07,Vukcevic,Tristan,Out,Injury/Illness-LeftKnee;Contusion
2024-12-07,Dieng,Ousmane,Out,"Injury/Illness-RightRingFinger;
SmallFracture"
2024-12-07,Holmgren,Chet,Out,"Injury/Illness-RightIliacWing;
Fracture"
2024-12-07,Topic,Nikola,Out,Injury/Illness-LeftKnee;Surgery
2024-12-07,Williams,Jaylin,Out,"Injury/Illness-RightHamstring;
Strain"
2024-12-07,Alvarado,Jose,Out,Injury/Illness-LeftHamstring;Strain
2024-12-07,Hawkins,Jordan,Out,"Injury/Illness-LumbarSpine;Annular
Fissure"
2024-12-07,Matkovic,Karlo,Questionable,Injury/Illness-LowBack;Soreness
2024-12-07,Theis,Daniel,Questionable,Injury/Illness-Neck;Spasm
2024-12-07,Williamson,Zion,Out,Injury/Illness-LeftHamstring;Strain
2024-12-07,Exum,Dante,Out,Injury/Illness-RightWrist;Surgery
2024-12-07,Hardy,Jaden,Doubtful,Injury/Illness-RightAnkle;Sprain
2024-12-07,Marshall,Naji,Out,Injury/Illness-Illness;Illness
2024-12-07,Brown,Bruce,Out,"ReturntoCompetition
Reconditioning"
2024-12-07,Mitchell,Davion,Questionable,Injury/Illness-RightHip;Stiffness
2024-12-07,Olynyk,Kelly,Questionable,Injury/Illness-Back;Lumbar;Strain
2024-12-07,Poeltl,Jakob,Questionable,Injury/Illness-Illness;Illness
2024-12-07,Quickley,Immanuel,Out,"Injury/Illness-LeftElbow;PartialUCL
Tear"
2024-12-07,Klintman,Bobi,Out,Injury/Illness-RightCalf;Contusion
2024-12-07,Thompson,Ausar,Questionable,"Injury/Illness-LeftAdductor;
Soreness"
2024-12-07,Brunson,Jalen,Questionable,Injury/Illness-LowerBack;Contusion
2024-12-07,Payne,Cameron,Questionable,Injury/Illness-LeftElbow;Effusion
2024-12-07,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2024-12-07,Edey,Zach,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-07,Jackson,GG,Out,"Injury/Illness-RightFifthMetatarsal;
Repair"
2024-12-07,Kennard,Luke,Out,Injury/Illness-Illness;Illness
2024-12-07,Smart,Marcus,Questionable,Injury/Illness-RightAnkle;Sprain
2024-12-07,WilliamsJr.,Vince,Out,Injury/Illness-RightAnkle;Sprain
2024-12-07,Dunn,Ryan,Questionable,Injury/Illness-LeftAnkle;Soreness
2024-12-07,Durant,Kevin,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-07,Nurkic,Jusuf,Out,Injury/Illness-RightThigh;Contusion
2024-12-07,Butler,Jimmy,Probable,Injury/Illness-RightKnee;Soreness
2024-12-07,Jovic,Nikola,Available,Injury/Illness-LeftAnkle;Sprain
2024-12-07,Larsson,Pelle,Questionable,Injury/Illness-RightAnkle;Sprain
2024-12-07,Richardson,Josh,Available,Injury/Illness-RightHeel;Soreness
2024-12-07,Smith,Dru,Available,"Injury/Illness-RightKnee;Bone
Bruise"
2024-12-08,Bona,Adem,Out,Injury/Illness-LeftKnee;Contusion
2024-12-08,Embiid,Joel,Questionable,"Injury/Illness-LeftKnee;Injury
Management"
2024-12-08,Ball,Lonzo,Probable,"Injury/Illness-LeftKnee;Injury
Management"
2024-12-08,Vucevic,Nikola,Probable,Injury/Illness-LowBack;Tightness
2024-12-08,White,Coby,Probable,Injury/Illness-LeftAnkle;Sprain
2024-12-08,Williams,Patrick,Out,"Injury/Illness-LeftFoot;Injury
Management"
2024-12-08,Antetokounmpo,Giannis,Probable,"Injury/Illness-RightPatella;
Tendinopathy"
2024-12-08,Beauchamp,MarJon,Probable,"Injury/Illness-LeftHamstring;
Tendinopathy"
2024-12-08,Middleton,Khris,Probable,"Injury/Illness-BilateralAnkle;
Surgery"
2024-12-08,Prince,Taurean,Probable,Injury/Illness-Non-covid;Illness
2024-12-08,Bogdanovic,Bojan,Out,"Injury/Illness-LeftFoot;Injury
Recovery"
2024-12-08,Clowney,Noah,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-12-08,Thomas,Cam,Out,Injury/Illness-LeftHamstring;Strain
2024-12-08,Williams,Ziaire,Out,Injury/Illness-LeftKnee;Sprain
2024-12-08,Jackson,Isaiah,Out,"Injury/Illness-RightAchillesTendon;
Tear"
2024-12-08,Nembhard,Andrew,Questionable,"Injury/Illness-LeftKnee/Wrist;Knee
InjuryManagement/WristSprain"
2024-12-08,Nesmith,Aaron,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-08,Sheppard,Ben,Out,Injury/Illness-LeftOblique;Strain
2024-12-08,Wiseman,James,Out,"Injury/Illness-LeftAchillesTendon;
Tear"
2024-12-08,Johnson,Jalen,Questionable,"Injury/Illness-RightShoulder;
Soreness"
2024-12-08,Young,Trae,Probable,"Injury/Illness-RightAchilles;
Tendinitis"
2024-12-08,Banchero,Paolo,Out,Injury/Illness-RightOblique;Torn
2024-12-08,Harris,Gary,Out,Injury/Illness-LeftHamstring;Strain
2024-12-08,Isaac,Jonathan,Questionable,Injury/Illness-RightHamstring;Sore
2024-12-08,Wagner,Franz,Out,Injury/Illness-RightOblique;Torn
2024-12-08,Jones,Tre,Out,Injury/Illness-LeftShoulder;Sprain
2024-12-08,Wembanyama,Victor,Questionable,"Injury/Illness-BilateralLowBack;
Soreness"
2024-12-08,Dillingham,Rob,Out,Injury/Illness-RightAnkle;Sprain
2024-12-08,Ingles,Joe,Out,Injury/Illness-LeftSoleus;Strain
2024-12-08,Melton,De'Anthony,Out,Injury/Illness-LeftACL;Surgery
2024-12-08,Moody,Moses,Questionable,"Injury/Illness-LeftKnee;Patellar
Tendonopathy"
2024-12-08,Wiggins,Andrew,Questionable,"Injury/Illness-RightAnkle;
Impingement"
2024-12-08,Eason,Tari,Out,ConcussionProtocol
2024-12-08,Tate,Jae'Sean,Questionable,Injury/Illness-LowerBack;Pain
2024-12-08,VanVleet,Fred,Questionable,Injury/Illness-RightKnee;Contusion
2024-12-08,Bamba,Mo,Questionable,"Injury/Illness-LeftKnee;Injury
Recovery"
2024-12-08,Brown,Kobe,Out,"Injury/Illness-Back;Injury
Management"
2024-12-08,Dunn,Kris,Questionable,Injury/Illness-N/a;Illness
2024-12-08,Harden,James,Questionable,Injury/Illness-RightGroin;Soreness
2024-12-08,Leonard,Kawhi,Out,"Injury/Illness-RightKnee;Injury
Recovery"
2024-12-08,Mann,Terance,Out,"Injury/Illness-LeftMiddleFinger;
Fracture"
2024-12-08,Clarkson,Jordan,Out,Injury/Illness-LeftPlantar;Fasciitis
2024-12-08,Filipowski,Kyle,Questionable,"Injury/Illness-LeftLowerLeg;Injury
management"
2024-12-08,Hendricks,Taylor,Out,Injury/Illness-RightFibula;Fracture
2024-12-08,Markkanen,Lauri,Questionable,"Injury/Illness-LowBack;Injury
management"
2024-12-08,Sexton,Collin,Available,"Injury/Illness-LeftFourthFingerDip;
Avulsionfracture"
2024-12-08,Carter,Devin,Out,Injury/Illness-LeftShoulder;Surgery
2024-12-08,Lyles,Trey,Out,Injury/Illness-RightCalf;Strain
2024-12-08,Camara,Toumani,Doubtful,Injury/Illness-RightFoot;Sprain
2024-12-08,Clingan,Donovan,Out,Injury/Illness-LeftKnee;Sprain
2024-12-08,Henderson,Scoot,Questionable,Injury/Illness-LeftQuad;Contusion
2024-12-08,Reath,Duop,Doubtful,Injury/Illness-Back;Soreness
2024-12-08,Thybulle,Matisse,Out,Injury/Illness-RightAnkle;Sprain
2024-12-08,WilliamsIII,Robert,Out,ConcussionProtocol
2024-12-08,Davis,Anthony,Probable,Injury/Illness-LeftPlantar;Fasciitis
2024-12-08,Hayes,Jaxson,Out,"Injury/Illness-RightAnkle;
Sprain/Contusion"
2024-12-08,James,LeBron,Questionable,Injury/Illness-LeftFoot;Soreness
2024-12-08,Reaves,Austin,Doubtful,Injury/Illness-LeftPelvic;Contusion
2024-12-08,Vanderbilt,Jarred,Out,Injury/Illness-RightFoot;Surgery
2024-12-08,Wood,Christian,Out,"Injury/Illness-LeftKnee;Surgery
Recovery"
2024-12-09,Payne,Cameron,Questionable,Injury/Illness-LeftElbow;Effusion
2024-12-09,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2024-12-09,Towns,Karl-Anthony,Questionable,"Injury/Illness-RightKnee;Patellar
Tendonopathy"
2024-12-09,Brown,Bruce,Out,"ReturntoCompetition
Reconditioning"
2024-12-09,Quickley,Immanuel,Out,"Injury/Illness-LeftElbow;PartialUCL
Tear"
2024-12-10,Banchero,Paolo,Out,Injury/Illness-RightOblique;Torn
2024-12-10,Harris,Gary,Out,Injury/Illness-LeftHamstring;Strain
2024-12-10,Isaac,Jonathan,Questionable,"Injury/Illness-RightHamstring;
Strain"
2024-12-10,Wagner,Franz,Out,Injury/Illness-RightOblique;Torn
2024-12-10,Antetokounmpo,Giannis,Probable,"Injury/Illness-RightPatella;
Tendinopathy"
2024-12-10,Beauchamp,MarJon,Probable,"Injury/Illness-LeftHamstring;
Tendinopathy"
2024-12-10,Livingston,Chris,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-10,Middleton,Khris,Probable,"Injury/Illness-BilateralAnkle;
Surgery"
2024-12-10,Exum,Dante,Out,Injury/Illness-RightWrist;Surgery
2024-12-10,Hardy,Jaden,Out,Injury/Illness-RightAnkle;Sprain
2024-12-10,Kleber,Maxi,Out,Injury/Illness-Illness;Illness
2024-12-10,Marshall,Naji,Questionable,Injury/Illness-Illness;Illness
2024-12-10,Washington,P.J.,Questionable,Injury/Illness-Illness;Illness
2024-12-10,Williams,Brandon,Out,Injury/Illness-RightThumb;Sprain
2024-12-10,Dieng,Ousmane,Out,"Injury/Illness-RightRingFinger;
Smallfracture"
2024-12-10,Flagler,Adam,Out,"Injury/Illness-RightFourth
Metacarpal;Fracture"
2024-12-10,Holmgren,Chet,Out,"Injury/Illness-RightIliacWing;
Fracture"
2024-12-10,Topic,Nikola,Out,Injury/Illness-LeftKnee;Surgery
2024-12-10,Williams,Jaylin,Out,"Injury/Illness-RightHamstring;
Strain"
2024-12-11,Bogdanovic,Bogdan,Questionable,Injury/Illness-LeftQuad;Contusion
2024-12-11,Hunter,De'Andre,Probable,"Injury/Illness-RightKnee;Injury
Management"
2024-12-11,Johnson,Jalen,Questionable,"Injury/Illness-RightShoulder;
Soreness"
2024-12-11,Young,Trae,Probable,"Injury/Illness-RightAchilles;
Tendinitis"
2024-12-11,Hart,Josh,Questionable,Injury/Illness-LeftAnkle;Sprained
2024-12-11,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2024-12-11,Towns,Karl-Anthony,Probable,"Injury/Illness-RightKnee;Patellar
Tendonopathy"
2024-12-11,Melton,De'Anthony,Out,Injury/Illness-LeftACL;Surgery
2024-12-11,Moody,Moses,Out,Injury/Illness-LeftKnee;Patellar
2024-12-11,Wiggins,Andrew,Questionable,"Injury/Illness-RightAnkle;
Impingement"
2024-12-11,Adams,Steven,Questionable,"Injury/Illness-RightKnee;Injury
Recovery"
2024-12-11,Sengun,Alperen,Questionable,Injury/Illness-LeftKnee;Soreness
2024-12-11,Tate,Jae'Sean,Questionable,Injury/Illness-LowerBack;Pain
2024-12-11,Whitmore,Cam,Questionable,Injury/Illness-LeftWrist;Contusion
2024-12-12,Klintman,Bobi,Out,Injury/Illness-RightCalf;Contusion
2024-12-12,Hauser,Sam,Doubtful,Injury/Illness-RightAdductor;Strain
2024-12-12,Springer,Jaden,Questionable,Injury/Illness-Illness;Non-Covid
2024-12-12,Tatum,Jayson,Questionable,"Injury/Illness-RightPatella;
Tendinopathy"
2024-12-12,Walsh,Jordan,Questionable,Injury/Illness-LeftRib;Contusion
2024-12-12,Barnes,Scottie,Out,Injury/Illness-RightAnkle;Sprain
2024-12-12,Brown,Bruce,Out,"ReturntoCompetition
Reconditioning"
2024-12-12,Quickley,Immanuel,Out,"Injury/Illness-LeftElbow;PartialUCL
Tear"
2024-12-12,Butler,Jimmy,Probable,Injury/Illness-RightKnee;Soreness
2024-12-12,Larsson,Pelle,Doubtful,Injury/Illness-RightAnkle;Sprain
2024-12-12,Richardson,Josh,Out,"Injury/Illness-RightHeel;
Inflammation"
2024-12-12,Smith,Dru,Available,"Injury/Illness-RightKnee;Bone
Bruise"
2024-12-12,Carter,Devin,Out,Injury/Illness-LeftShoulder;Surgery
2024-12-12,Lyles,Trey,Out,Injury/Illness-RightCalf;Strain
2024-12-12,Alvarado,Jose,Out,Injury/Illness-LeftHamstring;Strain
2024-12-12,Green,Javonte,Questionable,Injury/Illness-LeftAnkle;Soreness
2024-12-12,Hawkins,Jordan,Out,"Injury/Illness-LumbarSpine;Annular
Fissure"
2024-12-12,Ingram,Brandon,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-12,Matkovic,Karlo,Out,Injury/Illness-LowBack;Spasm
2024-12-12,Williamson,Zion,Out,Injury/Illness-LeftHamstring;Strain
2024-12-13,Jackson,Isaiah,Out,"Injury/Illness-RightAchillesTendon;
Tear"
2024-12-13,Nesmith,Aaron,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-13,Sheppard,Ben,Out,Injury/Illness-LeftOblique;Strain
2024-12-13,Wiseman,James,Out,"Injury/Illness-LeftAchillesTendon;
Tear"
2024-12-13,Bona,Adem,Out,"Injury/Illness-LeftKnee;
Tendinopathy"
2024-12-13,Martin,Caleb,Out,"Injury/Illness-RightShoulder;
Impingement"
2024-12-13,Bey,Saddiq,Out,Injury/Illness-LeftKnee;ACLSurgery
2024-12-13,Brogdon,Malcolm,Out,"Injury/Illness-LeftHamstring;
Inflammation"
2024-12-13,George,Kyshawn,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-13,Kispert,Corey,Out,Injury/Illness-LeftAnkle;Sprain
2024-12-13,Kuzma,Kyle,Out,Injury/Illness-LeftRib;Sprain
2024-12-13,Mobley,Evan,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-12-13,Okoro,Isaac,Probable,Injury/Illness-LeftKnee;Contusion
2024-12-13,Strus,Max,Out,Injury/Illness-RightAnkle;Sprain
2024-12-13,Bogdanovic,Bojan,Out,"Injury/Illness-LeftFoot;Injury
Recovery"
2024-12-13,Thomas,Cam,Out,Injury/Illness-LeftHamstring;Strain
2024-12-13,Williams,Ziaire,Out,Injury/Illness-LeftKnee;Sprain
2024-12-13,Edey,Zach,Doubtful,Injury/Illness-LeftAnkle;Sprain
2024-12-13,Jackson,GG,Out,"Injury/Illness-RightFifthMetatarsal;
Repair"
2024-12-13,WilliamsJr.,Vince,Out,Injury/Illness-RightAnkle;Sprain
